"origin","props","mean.wait"
"140","ANI",0.271111111111111,6.55555555555556
"141","TVC",0.303362032023063,8.09901047956679
"142","FWA",0.28324078748107,6.38294800605755
"143","KTN",0.316789845758355,7.3096883033419
"144","ELM",0.303888234303989,3.36273354654099
"145","AZA",0.356589147286822,1.06976744186047
"146","SJT",0.206915560010023,2.52257579553996
"147","GNV",0.347233691164327,8.66263418662263
"148","OTH",0.513162575595873,26.107257203842
"149","IND",0.354566863876193,6.49574125891341
"150","ILG",0.330308529945554,10.9791288566243
"151","ROP",0.133552271483306,-2.06294471811713
"152","DSM",0.283289660904724,6.39197765662201
"153","CMI",0.243194050807353,6.34397670246236
"154","BQK",0.272332667766299,8.21329976560465
"155","DAB",0.373472473018939,7.11313148280351
"156","ADK",0.547224926971762,14.570593962999
"157","PIH",0.163615832639962,-0.761678354926899
"158","GLH",0,-5.5
"159","GCN",0.25721112817887,4.23587642942482
"160","GST",0.386466848319709,6.79654859218892
"161","MAZ",0.307142857142857,4.30714285714286
"162","FCA",0.271798773458754,4.9186609489556
"163","YKM",0.316675719717545,3.55839217816404
"164","SEA",0.399399731767341,7.77162666506074
"165","PHL",0.476699008396091,10.3403892553441
"166","COD",0.236810653918388,1.69609014854021
"167","EYW",0.388056444573756,7.48057899330812
"168","ABE",0.302281257758759,7.78030114939171
"169","DUT",0.524337158686189,14.4461812425801
"170","YAP",0.463623395149786,19.0998573466476
"171","TXK",0.180648635710866,2.57342029679272
"172","CHO",0.301537053281971,5.55932720546169
"173","RDU",0.383428001977084,7.31920555119225
"174","EGE",0.300258428992127,10.2342388364685
"175","AEX",0.267078734363503,7.46398822663723
"176","UCA",0.466505600702833,4.69338897430266
"177","PUB",0.136633076467101,1.98666271487848
"178","RSW",0.347261819853532,6.52500752013409
"179","ACK",0.434795949677815,21.0895980362074
"180","SAF",0.342957864696995,8.16451233842538
"181","HLN",0.276595744680851,2.03970468550169
"182","BJI",0.194805194805195,1.80766852195424
"183","CRW",0.389452019552354,7.73276305634165
"184","GRR",0.302156081476792,5.88186406767841
"185","BGM",0.328392774432608,3.82851747603948
"186","BOI",0.303778977240365,6.12113231948591
"187","SBA",0.29814268885203,6.77789043681098
"188","GUM",0.278065183652354,3.66134247284014
"189","LRD",0.267665809940252,5.26426115691445
"190","CHS",0.355788099091161,7.02522914041191
"191","ITH",0.286286486757122,2.19386171331297
"192","MRY",0.314826438016617,6.76337485771428
"193","EAU",0.208001553699748,3.7768498737619
"194","DIK",0.328205128205128,11.374358974359
"195","LWB",0.350109409190372,9.35083880379285
"196","TRI",0.335228476012055,6.8310336401401
"197","AMA",0.304751803139584,6.34456633735378
"198","SAN",0.386574733007794,6.9207952285867
"199","BTM",0.218988315958861,0.973693416357658
"200","IPL",0.300404390525708,2.06920854997112
"201","PIR",0.666666666666667,31.8666666666667
"202","SJC",0.352757752713075,5.86855488675976
"203","PNS",0.3490033419684,6.13610611244043
"204","EFD",0.163788140472078,-0.653137593552101
"205","HOU",0.428314729366891,9.56362956139378
"206","LAX",0.431359635816035,7.9047385066394
"207","BTR",0.363078650971085,8.09990040157238
"208","SBP",0.27022689366523,6.84927777952607
"209","OXR",0.220830647389262,0.605764803388894
"210","ABQ",0.359496082743642,6.80889841572627
"211","TVL",0.334744382937154,4.29697167046565
"212","TYS",0.314552052831599,6.31379664818391
"213","MOB",0.369667027612344,6.91913914455874
"214","ILM",0.335025716287864,5.35040260203879
"215","TOL",0.334197454466391,5.20459600943286
"216","GFK",0.16224841227211,1.87658377831843
"217","TTN",0.398566308243728,9.44480286738351
"218","BIS",0.227515610922986,2.93385939296033
"219","MSP",0.363516149524643,7.23377106736465
"220","SJU",0.351424502173148,7.61617010989242
"221","MTJ",0.289846830451926,5.67500758265089
"222","ORF",0.381867131776123,7.17513611252235
"223","MLI",0.279199141802026,7.11954014258997
"224","RAP",0.237304458731357,3.56944480595539
"225","MKK",0.0898876404494382,-2.96629213483146
"226","PDX",0.352724554956302,6.31231128669261
"227","ROW",0.280801435406699,5.54515550239234
"228","ALO",0.206418918918919,6.62432432432432
"229","EUG",0.32859061789626,7.91505476338086
"230","AUS",0.326795831140788,6.06334351070904
"231","SCC",0.29513483839978,6.71090372606876
"232","FLO",0.333960972269771,9.73485107839781
"233","EVV",0.303683403089114,6.20873113987399
"234","FLL",0.416711781055586,9.22710280939146
"235","SUN",0.221455738682974,0.9991050786785
"236","ICT",0.271750998312604,6.01546143802827
"237","MIB",0.125,-7.13636363636364
"238","CSG",0.341908775042508,7.52498706291121
"239","CDV",0.294652581137007,6.53506861250272
"240","PVU",0,0
"241","IAH",0.419397740491782,7.69655838353943
"242","SWF",0.319961721897236,5.44280664927688
"243","APF",0.322964087000506,7.95295902883156
"244","MCO",0.398110108111719,8.00322763195643
"245","MKE",0.31193492740953,6.22534559257064
"246","FSD",0.263235790313181,6.05262875371921
"247","IDA",0.242896092093305,2.06511158234878
"248","CKB",0.625,25.625
"249","HSV",0.277028467193084,5.59666602227609
"250","MOD",0.398528272656855,12.2887020028771
"251","SHD",0.533333333333333,13.6166666666667
"252","AGS",0.356815995802851,8.40087149144539
"253","SHV",0.309999027016508,5.88496740505303
"254","ASE",0.353501612106777,10.5502948267348
"255","MTH",0.412698412698413,15.968253968254
"256","BRO",0.232843323939371,3.64228044786351
"257","MDT",0.286008369155462,5.66621899808661
"258","ONT",0.339099498385602,6.04751557408934
"259","OKC",0.317292565230388,6.17944399367981
"260","WRG",0.331897757145254,8.79372448123497
"261","JLN",0.225735294117647,8.33382352941176
"262","BLI",0.315231924303199,3.58983852720354
"263","MBS",0.220925591115077,3.83473432106882
"264","OTZ",0.398781611959441,9.11987495491163
"265","OAJ",0.354071930549814,6.97581645307979
"266","GUC",0.29727578277021,7.943481337343
"267","HRL",0.296844891399984,6.10904357816511
"268","ISP",0.359930793664149,6.8808399419424
"269","MOT",0.219273474982865,2.65088416723783
"270","ROC",0.375976701407222,7.45933715696414
"271","LGA",0.389012793059292,8.41066657480349
"272","CLL",0.185192278228895,2.66902865022215
"273","JAX",0.357613244992201,7.04811502880353
"274","LAR",0.21375,4.6675
"275","SCK",0.207432057681642,4.69412090959512
"276","RDD",0.346577664759483,12.0652150879424
"277","CIC",0.341629297458894,12.476980568012
"278","LWS",0.230402629416598,-0.205258833196385
"279","STL",0.398893220516943,8.46373047751697
"280","LAS",0.432952909179779,9.14029518847414
"281","HPN",0.334615501658501,8.39454672712334
"282","MHK",0.287748826670982,7.37497977018935
"283","MCI",0.366119989274606,7.12352196892054
"284","MSN",0.254056268079769,5.9280239612933
"285","ABI",0.214098282442748,4.31566078244275
"286","ADQ",0.390183951791944,7.27235965746908
"287","SCE",0.166116611661166,2.07645764576458
"288","GJT",0.25773816491363,4.6643534389057
"289","EKO",0.228148546824543,1.57965554359526
"290","BRW",0.414303104077906,10.1644552647596
"291","PIT",0.504630214329132,8.15648643418072
"292","IAD",0.39179734982067,9.67314134789981
"293","AVP",0.34517425054993,6.37978802697838
"294","BTV",0.367299713930535,8.53159494960085
"295","PVD",0.358111754340834,6.86633114703999
"296","SUX",0.200820966214083,3.78275970950426
"297","PFN",0.357909549054257,10.6922246220302
"298","DTW",0.403343363160794,8.73931469645782
"299","FOE",0.105263157894737,-1.31578947368421
"300","TUL",0.310094792301198,6.35958912649304
"301","XNA",0.304413192384445,9.87895070384553
"302","DLG",0.412788423934298,10.1902620258115
"303","WYS",0.138247282608696,-2.71535326086957
"304","SAT",0.328341370926188,5.98143537453304
"305","LIT",0.334133105943809,7.16777388750571
"306","BFF",1,131
"307","VPS",0.28063820033766,7.63038495510907
"308","FAT",0.308632955599426,6.19018824516951
"309","HIB",0.118778280542986,-5.72850678733032
"310","LCH",0.194624462787366,2.67357937103486
"311","HOB",0.227303754266212,7.09283276450512
"312","DEN",0.462334230590516,9.42137767980599
"313","PSP",0.313182082837763,6.38686817917162
"314","ACY",0.31525201424021,4.92645681094248
"315","DAL",0.420820573098399,8.68911808312087
"316","TUP",0.284874398717263,8.59967931587386
"317","RFD",0.235154394299287,2.34085510688836
"318","MMH",0.466836734693878,13.6836734693878
"319","ALB",0.367463785589517,6.85007851601786
"320","AKN",0.401940177849636,9.57299919159256
"321","ECP",0.317706315381635,8.66330879504068
"322","BZN",0.287935489619531,4.02637440969438
"323","DLH",0.24131353045374,3.82356815188264
"324","GSP",0.316988001040158,6.16065067630876
"325","ROR",0.319568277803848,6.30549038010324
"326","CLT",0.482893155929495,8.34818528770154
"327","GRK",0.280661157024793,6.89674931129477
"328","PIE",0.193741371375978,1.27059364933272
"329","CCR",0.217141544117647,3.04113051470588
"330","SRQ",0.325201509623326,5.6626817768392
"331","FSM",0.209553545793856,3.55810364628194
"332","LNK",0.322867902816644,7.552305358684
"333","JNU",0.385365944665211,10.385142068245
"334","GRI",0.234154929577465,4.79284037558685
"335","SGU",0.260962424080625,2.35423479943936
"336","ISN",0.299915397631134,9.01226734348562
"337","LEX",0.348947535087143,7.21423322120584
"338","MEI",0.337292720216394,10.8031283076561
"339","LFT",0.27194018714832,6.51227966549569
"340","AZO",0.242262376719665,3.66783513472158
"341","BFL",0.252087615027125,5.07722786942917
"342","TEX",0.277294685990338,6.73913043478261
"343","MSY",0.348231161780482,6.64836997017733
"344","LSE",0.209863387978142,3.14191256830601
"345","MIA",0.426747292346321,9.74512711533702
"346","RKS",0.275493500240732,2.43350987000481
"347","SLE",0.289772727272727,2.34886363636364
"348","SMX",0.227031851397334,1.7497629274279
"349","CYS",0.347767253044655,10.9769959404601
"350","MEM",0.339423912151053,6.38965721606986
"351","TWF",0.226658115547004,2.17032761477206
"352","LAW",0.166540892368644,1.70366003207245
"353","VIS",0.138286334056399,0.140997830802603
"354","DFW",0.485859444718379,9.42343087168233
"355","PPG",0.509433962264151,55.7641509433962
"356","TYR",0.189209671598701,2.39238542042584
"357","DCA",0.350876193216532,5.70309671102907
"358","MKC",1,8
"359","HVN",0.418913136499786,7.68720581942662
"360","LYH",0.346697038724374,6.6430979498861
"361","GCK",0.227858293075684,4.87600644122383
"362","YAK",0.295602294455067,6.47588090685605
"363","PHX",0.423852887795383,8.43650047489806
"364","FAY",0.305614140805464,6.51324026647919
"365","LIH",0.188960216930464,-0.0648244556138997
"366","GGG",0.179386503067485,1.82372188139059
"367","BFI",1,28
"368","VCT",0.172530733361594,2.40864773208987
"369","DBQ",0.25617812576462,5.70369464154637
"370","TPA",0.367000290406971,7.29944300186031
"371","COU",0.386712095400341,11.0298126064736
"372","BHM",0.355438919731387,6.73723403395638
"373","ITO",0.175964354621545,-1.29267243174215
"374","OAK",0.412873441030735,7.32011513282099
"375","PHF",0.320777718733394,8.46763152136538
"376","ACT",0.189138576779026,2.24663319786437
